#KEY	HISAT2 on dataset 67 and 68: aligned reads (BAM)_2	HISAT2 on dataset 65 and 66: aligned reads (BAM)_2	HISAT2 on dataset 63 and 64: aligned reads (BAM)_2	HISAT2 on dataset 61 and 62: aligned reads (BAM)_2
8076	1814	2825	542	423
80760	8640	29936	9916	23441
80761	3	2	4	1
80762	2569	2990	2674	2426
80763	5	7	8	9
80764	99	252	156	233
80765	183	471	299	423
80772	202	364	284	311
80774	34	69	50	58
80775	26	82	46	70
80776	22	48	50	57
80777	669	1281	822	1052
80778	46	91	60	74
8078	1036	2098	1537	1964
80781	1638	2385	3477	3112
80789	353	492	518	532
8079	1384	2669	2289	2556
80790	201	528	420	502
808	3704	7215	4634	5928
80816	2	40	24	51
80817	225	269	219	283
80818	473	1099	475	812
8082	635	896	421	581
80820	142	149	149	262
80821	607	1170	837	969
80823	116	202	110	185
80824	408	752	452	630
80829	1188	1797	1392	1601
80830	769	1493	806	1161
80831	0	0	1	0
80832	21	62	97	152
80833	527	532	488	342
80834	0	0	0	0
80835	3	8	7	4
8085	1105	2322	1829	2040
80851	413	692	594	690
80852	1	8	0	4
80853	289	338	329	429
80854	2964	4796	3820	4078
80856	1214	1597	1394	1511
8086	471	853	676	737
80862	3	10	0	0
80863	0	0	0	0
80864	0	0	0	0
80867	1	5	0	0
80868	0	1	0	0
8087	2032	3435	2328	2717
8089	61	124	95	141
80895	204	373	352	324
80896	32	30	48	25
8091	229	432	378	484
8092	0	0	0	0
80975	0	2	2	1
8099	1541	2732	2642	3054
81	10189	12840	12104	9409
810	0	0	0	0
8100	121	341	140	255
81025	3	5	5	8
81027	10	6	13	7
81029	863	1537	929	1203
81030	0	0	0	0
81031	1876	2136	1768	1712
81033	0	0	0	1
81034	468	405	543	341
81035	2860	5618	3970	4447
81037	1028	1511	1370	1358
81050	0	0	0	0
8106	1154	2059	1866	1970
81061	0	0	0	0
81099	0	0	0	0
811	9818	23068	18139	24653
8110	28	195	39	52
8111	7	87	7	145
81127	0	0	0	0
8115	0	0	0	0
81168	0	0	0	0
8120	12	38	84	67
8123	12	67	23	46
8125	360	965	580	776
8128	0	0	0	0
81282	0	0	0	0
81285	2	2	1	0
813	19259	33599	19041	19700
81300	0	0	0	0
81309	0	0	0	0
8131	513	960	546	642
81318	0	0	0	0
81327	0	0	0	0
81328	0	0	0	0
81341	0	0	0	0
8139	36	61	66	64
81392	0	0	1	1
81399	0	0	0	0
814	7	48	10	28
8140	78	672	264	454
81442	0	0	0	0
81448	0	0	0	0
81469	0	0	0	0
81470	0	0	0	0
81472	0	0	0	0
8148	1820	2798	2651	2342
81488	257	559	286	395
81490	424	667	626	694
81491	35	16	31	14
81492	0	1	0	0
81493	301	1032	516	696
81494	0	0	0	0
815	7	40	9	42
81501	0	0	0	0
81502	1643	2929	2105	2227
8153	42	547	41	274
81532	253	371	373	388
81533	1535	2253	1641	1749
81537	501	651	487	525
81539	2385	2264	1857	1496
81542	911	1030	1371	1388
81543	28	60	22	13
81544	698	700	449	343
81545	605	998	619	846
81550	160	266	199	268
81551	1	0	1	0
81552	654	811	834	1028
81553	145	437	195	487
81554	285	390	291	303
81555	1168	2573	1407	2057
81556	357	640	444	563
81557	6	6	7	75
81558	103	248	120	218
81559	153	305	312	311
81562	371	555	403	482
81563	2837	2901	3633	2037
81565	830	1233	1214	999
81566	381	557	512	592
81567	4081	7324	4437	6019
81569	0	0	2	2
81570	78	148	102	133
81571	28	19	11	25
81572	159	251	203	223
81573	657	825	824	762
81575	28	84	27	88
81576	237	424	379	379
81577	166	282	218	313
81578	93	91	82	143
81579	420	720	455	560
816	2	2	1	3
81602	142	191	180	190
81603	1852	3388	2182	2528
81605	589	1029	892	920
81606	17895	15172	13842	6113
81607	2	4	3	2
81608	650	1182	699	873
81609	534	795	746	826
8161	168	220	221	259
81610	78	101	104	26
81611	413	776	439	587
81614	600	1042	890	861
81615	0	1	1	1
81616	1	9	0	5
81617	527	641	512	488
81618	2181	3950	3028	3632
81619	464	810	792	872
81620	14	24	26	26
81621	176	549	170	405
81622	219	247	320	235
81623	0	0	0	0
81624	150	216	162	107
81626	0	0	1	0
81627	395	708	415	516
81628	480	760	769	764
81629	52	79	81	87
81631	2510	3867	2723	3327
8165	276	402	467	392
81669	1371	2021	2381	2164
81671	1494	1905	1738	1495
81688	1272	2124	1391	1827
81689	566	666	600	518
81691	58	93	64	86
81693	1	0	0	2
81696	0	0	0	0
81697	0	0	0	0
81698	1	1	0	0
817	3047	3614	3868	3644
8170	4	5	4	1
81704	11	18	9	9
81706	3	10	14	15
8174	1	5	1	1
8175	358	602	480	653
8178	271	336	421	392
81786	19	22	37	29
81788	55	72	39	36
81789	100	173	106	136
81790	432	673	535	586
81792	396	1082	306	382
81793	0	0	0	0
81794	209	427	315	407
81796	1	0	5	0
81797	0	0	0	0
818	551	1026	633	831
81831	30	48	87	114
81832	1	1	10	21
81833	0	0	0	0
81839	473	833	710	795
81844	463	771	675	737
81846	2501	3801	2360	2794
81847	761	1140	941	1021
81848	70	112	58	91
81849	13	15	4	13
81850	0	0	0	0
81851	1	1	0	0
81853	420	617	493	588
81854	4	4	6	4
81855	1212	1792	1813	1817
81856	61	150	77	102
81857	424	629	591	593
81858	424	780	716	775
8187	16	69	42	54
81870	0	0	0	0
81871	0	0	0	0
81872	0	0	0	0
81873	217	364	324	338
81875	200	423	314	330
81876	1761	3286	2373	2830
81887	296	513	419	453
81888	11	30	23	24
81889	271	475	349	437
8189	742	1298	1237	1273
81890	272	461	560	486
81892	171	287	283	293
81893	0	1	0	0
81894	297	533	478	507
819	706	1092	981	1095
8190	0	0	0	2
8192	297	514	456	451
81926	375	659	584	665
81928	93	205	160	193
81929	292	326	391	275
8193	8	17	7	11
81930	4	46	27	48
81931	14	45	33	49
81932	72	130	133	180
8195	342	665	416	533
820	0	0	0	0
8200	88	627	167	468
8202	1677	1059	1421	891
8204	681	1175	929	1176
8208	44	82	47	72
8209	650	1157	956	1057
821	9586	16635	11478	13887
8214	25	4	65	11
8216	885	1599	1746	1568
8218	181	190	183	155
822	602	1081	840	850
8220	212	364	317	328
8224	1	6	1	7
8226	178	284	277	281
8227	6	1	3	27
8228	85	171	130	119
823	2394	3932	3520	3258
8233	99	242	119	138
8237	870	1795	1223	1574
8239	4623	5910	4336	4224
824	7884	12171	11748	12879
8241	422	859	610	682
8242	923	1844	1530	1690
8243	665	1298	968	1299
825	167	199	350	191
826	4725	7743	6256	6185
8260	333	627	600	591
8263	0	0	0	0
8266	429	628	614	615
8269	76	103	86	87
827	2	2	2	2
8270	102	188	179	227
8273	526	859	856	857
8277	0	0	0	0
828	70	123	110	106
8284	589	1182	938	1048
8287	897	1555	1153	1355
8288	2	4	2	1
8289	1031	1871	1280	1663
829	2192	3577	2888	2926
8290	0	0	4	2
8291	3	2	1	2
8292	19	66	16	48
8293	3	0	2	0
8294	2	2	2	2
8295	1065	2320	1563	2279
830	1951	2717	2297	2386
8301	2911	3967	3119	3294
8302	0	0	0	0
8303	497	643	627	760
8309	248	599	377	483
831	6019	8287	6989	6516
8310	198	403	297	349
8312	301	449	503	511
8313	478	357	613	241
8314	889	1511	1365	1493
8315	390	631	396	514
8317	35	83	51	66
8318	3	4	11	20
832	3965	6032	4962	4595
8320	0	1	1	0
8321	1215	1909	1844	2009
8322	1865	2129	1714	1694
8323	1376	1018	951	633
8324	967	2719	880	1614
8325	146	60	127	28
83259	0	0	0	0
8326	1	10	2	4
8328	0	0	0	1
8329	3	4	5	2
833	745	1437	978	1287
8330	3	8	3	3
8331	0	0	0	0
8332	0	0	1	1
8334	165	468	214	241
8335	0	1	0	0
8336	1	0	2	1
8337	0	0	1	0
8338	0	2	4	1
8339	3	17	7	5
83394	16	37	15	33
834	79	194	198	293
8340	0	0	0	1
83401	16	32	42	25
8341	3	6	2	1
83416	0	0	0	0
83417	0	0	0	0
8342	0	0	1	0
8343	0	0	1	0
83439	242	490	378	556
8344	0	0	0	0
83440	692	1085	894	1028
83442	2017	3405	1900	2340
83443	502	1095	896	1062
83444	157	389	284	338
83445	26	48	6	11
83446	0	0	0	0
83447	0	0	0	0
83448	121	297	171	225
83449	8	0	6	1
8345	0	3	0	1
83450	33	52	31	49
83451	36	133	64	106
83452	106	222	179	238
8346	0	0	0	0
83460	147	226	243	226
83461	6	25	16	19
83463	25	65	34	51
83464	569	852	493	591
83468	642	1432	523	838
8347	10	35	15	11
83473	90	173	76	123
83475	95	169	178	155
83478	233	413	443	568
83479	173	250	202	197
8348	1	1	1	0
83480	87	204	130	166
83481	0	2	1	0
83482	0	2	2	1
83483	0	0	0	0
8349	131	210	168	126
835	234	421	327	466
8350	0	0	0	1
8351	2	11	2	4
8352	0	0	0	1
8353	6	23	20	11
83538	13	34	26	26
83539	0	0	0	0
8354	0	0	0	0
83540	8	12	11	15
83541	38	73	115	94
83543	28	349	12	100
83544	142	234	238	228
83546	0	0	0	0
83547	97	162	210	130
83548	383	657	557	615
83549	376	615	572	630
8355	0	0	1	0
83550	0	0	0	0
83551	0	0	0	0
83552	0	0	0	0
8356	0	0	0	0
8357	7	7	7	5
8358	0	0	0	0
8359	0	0	0	0
83590	207	397	372	381
83591	66	136	78	128
83592	10	32	22	17
83593	167	259	169	188
83594	238	377	264	305
83595	1	3	4	5
83596	84	151	145	140
83597	0	1	0	0
836	459	369	582	435
8360	1	1	0	0
83604	15542	12984	11007	5074
83605	398	682	601	663
83606	1167	1971	1772	1735
83607	486	638	597	574
83608	63	138	94	95
8361	0	0	0	0
8362	2	6	3	1
8363	0	1	0	0
83636	530	600	695	664
83637	676	1256	924	1039
83638	612	1277	1023	1234
83639	1	1	0	0
8364	0	0	0	0
83640	70	119	118	92
83641	1099	4827	1304	2658
83642	325	429	619	463
83643	21	20	40	26
83648	65	89	89	56
8365	7	17	10	11
83650	2	2	0	0
83656	0	0	0	0
83657	2	9	13	4
83658	1036	1715	1300	1162
83659	0	0	0	0
8366	0	0	0	0
83660	844	1730	946	1545
83661	0	0	0	0
83666	545	1244	768	1297
83667	300	1225	710	1291
8367	0	3	6	3
8368	0	0	0	0
8369	0	0	0	0
83690	9	12	10	20
83692	2300	3987	2648	3278
83693	252	464	369	469
83694	18	14	5	6
83695	197	548	222	398
83696	331	489	447	479
83697	0	1	0	1
83698	0	0	0	0
83699	123	263	131	206
837	524	849	666	707
8370	3	2	3	2
83700	1663	2515	1727	2269
83706	8	24	22	21
83707	193	287	256	310
83714	27	52	30	28
83715	0	0	1	0
83716	4171	1154	5739	780
83719	726	943	862	775
8372	50	73	49	32
83723	0	2	0	0
83729	3	32	7	25
83732	208	344	287	295
83733	8	6	10	8
83734	73	108	59	81
83737	1149	1544	1341	1420
83740	0	0	0	0
83741	0	0	0	0
83742	1191	1961	1608	1706
83743	214	437	312	311
83744	42	96	46	62
83746	207	463	272	343
83747	0	0	0	0
83752	987	1901	1368	1715
83755	0	0	0	0
83756	3	5	3	8
83758	42	104	59	61
83759	139	335	201	350
83786	436	523	660	594
83787	333	604	379	479
8379	196	443	302	410
83795	0	0	0	0
838	0	0	1	0
8382	33	62	17	23
8383	0	0	0	0
83844	0	0	0	0
83849	52	94	19	36
83850	2	1	2	4
83851	3	7	2	4
83852	329	538	388	444
83853	2	8	1	2
83854	3	11	4	2
83855	81	191	209	224
83856	47	75	76	80
83857	4930	6204	3607	2637
83858	88	133	156	141
8386	0	0	0	0
83860	130	317	169	198
83861	94	201	99	126
83862	301	430	462	435
83863	0	0	0	0
83864	0	0	0	0
83866	0	0	0	0
83867	0	0	0	0
83868	0	0	0	0
83869	8	7	7	6
8387	0	1	0	0
83871	1375	2527	1935	2163
83872	977	2492	786	1556
83873	0	0	0	0
83874	218	380	403	335
83875	13	17	16	19
83876	6	3	21	9
83877	723	1227	1212	1141
83878	0	0	0	0
83879	8	44	47	47
8388	0	0	0	0
83881	0	3	2	1
83882	7	16	17	32
83884	0	0	1	0
83886	24	26	28	22
83887	0	0	0	0
83888	0	0	0	0
83889	0	0	0	1
83890	24	29	15	5
83891	281	388	394	336
83892	2586	3209	2854	2353
83893	0	0	0	0
83894	0	1	0	0
83895	2	1	1	0
83896	0	0	0	0
83897	0	0	0	0
83899	0	0	0	0
839	107	172	138	182
8390	0	0	0	0
83900	0	0	0	0
83901	0	0	0	0
83902	0	0	0	0
83903	13	12	8	13
8392	0	0	0	0
83930	497	802	789	857
83931	279	693	563	719
83932	106	166	126	151
83933	211	386	400	389
83935	12	44	26	41
83937	186	385	520	460
83938	15	31	26	20
83939	810	1614	1110	1462
8394	933	1268	1124	975
83940	183	307	268	298
83941	819	846	776	590
83942	1	0	0	0
83943	63	116	90	101
8395	1	2	1	1
83953	0	0	0	0
83954	0	0	0	0
83955	0	1	4	4
83956	0	0	1	0
83957	0	0	1	0
83959	40	54	94	59
8396	1483	2759	1796	2429
8398	200	288	290	247
83982	389	731	577	821
83983	21	54	30	37
83985	478	1105	860	1098
83986	1718	2852	2138	2264
83987	93	314	293	520
83988	20	72	13	17
83989	747	1126	801	1031
8399	2	3	3	1
83990	53	91	67	67
83992	159	564	210	544
83998	0	0	0	0
83999	1495	3540	1737	2560
840	259	429	385	535
84000	0	0	0	0
84002	94	74	279	157
8402	320	635	542	652
8403	0	0	0	0
84033	32	138	278	499
84034	230	551	411	571
8404	1176	98	2045	62
8405	675	1047	760	897
84054	0	5	10	5
84056	463	623	592	620
84057	4	6	4	2
84058	149	255	198	218
84059	0	2	2	2
8406	2790	2749	5658	2806
84060	125	180	174	177
84061	1373	2284	1168	1774
84062	154	251	232	238
84063	0	0	0	0
84064	257	459	323	451
84065	397	767	533	553
84066	0	2	0	1
84067	219	382	337	357
84068	82	127	102	146
84069	6	13	9	18
8407	4127	10338	10354	9904
84070	5	15	4	9
84071	45	64	54	30
84072	0	0	0	1
84073	16	29	23	26
84074	15	39	56	60
84075	0	0	0	0
84076	0	0	0	0
84077	0	10	2	3
84078	47	176	76	124
84079	414	523	606	511
8408	845	1485	1130	1249
84080	130	303	224	221
84081	500	817	606	552
84083	52	114	90	108
84084	9	10	9	4
84085	763	915	661	739
8409	386	652	643	666
84099	1	1	1	1
841	219	430	216	328
84100	45	94	53	74
84101	158	182	189	176
84102	122	445	137	327
84103	0	1	2	0
84105	58	97	58	58
84106	1	5	1	0
84107	0	0	0	0
84108	134	161	187	171
84109	0	0	0	0
8411	1677	3436	2504	3089
8412	429	739	559	602
84124	129	274	175	192
84125	1	6	0	4
84126	84	172	166	127
84127	200	275	204	202
84128	388	612	601	562
84129	555	1563	727	1115
84131	86	170	107	150
84132	144	271	178	210
84133	107	172	150	130
84134	97	222	166	198
84135	117	166	133	160
84138	75	139	87	127
84140	51	99	54	64
84141	44	130	47	70
84142	263	497	322	427
84144	146	150	226	79
84146	449	717	592	629
84148	246	445	341	401
84152	13	107	20	151
84153	225	385	356	426
84154	154	268	206	244
84159	7352	10455	8325	9625
8416	60	86	64	81
84162	2412	4703	2809	4017
84163	92	161	80	100
84164	525	1123	787	982
84166	278	454	362	377
84167	110	257	146	223
84168	10010	16440	10253	11268
8417	1068	1222	1186	1197
84171	702	1343	493	699
84172	163	321	215	270
84173	217	436	324	335
84174	3	0	2	0
84176	0	0	0	1
84179	32	69	64	52
8418	129	122	98	130
84181	507	1279	691	1132
84182	124	205	114	141
84186	221	463	272	354
84187	143	250	195	307
84188	894	1201	1100	1032
84189	1	41	9	61
8419	0	0	0	0
84190	58	89	55	93
84191	233	327	326	316
84193	711	911	873	965
84196	1124	1883	1596	1506
84197	21	43	19	48
842	91	159	171	159
8420	273	273	327	221
84203	0	0	4	1
84206	27	226	143	427
84210	0	0	0	0
84214	1	3	4	1
84215	1	12	4	8
84216	107	259	106	217
84217	11	38	11	17
84218	86	106	113	77
84219	169	367	257	314
84220	8	11	8	10
84221	150	317	59	72
84222	10	5	4	2
84223	115	239	170	174
84224	435	774	655	512
84225	6	6	10	14
84226	18	73	22	51
84229	0	0	0	0
84230	136	279	267	317
84231	1333	2387	2398	2470
84232	1546	2355	2050	2010
84233	129	206	216	225
84236	417	750	519	617
84239	2	4	4	0
8424	3	5	2	2
84240	262	625	440	604
84243	342	481	424	396
84245	250	451	411	402
84246	337	481	417	439
84247	502	1189	857	1280
84248	888	1326	1085	1206
84249	2	1	2	4
8425	15332	33461	24860	32320
84250	81	113	117	136
84251	261	550	437	520
84253	25	57	34	58
84254	34	58	55	93
84255	651	1075	863	932
84256	734	1371	1100	1219
84258	0	1	2	0
84259	299	394	395	375
84260	303	456	405	361
84261	34	88	56	81
84262	89	151	145	138
84263	1375	1945	1463	1435
84264	33	67	99	78
84265	474	640	500	471
84266	118	265	319	294
84267	248	398	313	328
84268	236	381	299	318
84269	74	199	165	187
8427	361	558	512	534
84270	128	251	275	255
84271	983	1995	1533	1927
84272	599	631	654	729
84273	313	594	477	622
84274	277	482	291	389
84275	27	34	47	40
84276	236	490	415	438
84277	138	351	166	233
84278	17	52	33	29
84279	109	166	166	230
8428	1086	1433	1299	1268
84280	293	675	372	578
84281	31	69	72	72
84282	316	339	386	329
84283	116	284	132	172
84284	199	447	323	538
84285	192	378	249	266
84286	197	404	348	405
84287	545	897	830	675
84288	106	157	85	97
84289	202	307	308	259
84290	0	1	0	0
84292	102	169	175	150
84293	72	57	85	120
84294	326	399	386	370
84295	420	680	535	640
84296	98	151	61	143
84298	313	450	406	396
84299	363	520	469	468
843	69	131	57	96
84300	132	331	248	348
84301	84	49	83	52
84302	140	226	139	182
84303	67	158	74	105
84304	201	356	368	316
84305	153	301	232	227
84306	41	60	41	57
84307	154	443	247	346
84309	162	274	281	226
8431	1	1	0	0
84310	186	421	182	245
84311	447	735	568	644
84312	165	199	207	220
84313	362	572	471	518
84314	91	126	114	111
84315	128	183	203	191
84316	181	374	384	336
84317	434	689	555	633
84318	98	185	107	128
84319	115	151	152	150
84320	395	837	545	830
84321	81	111	91	94
84322	0	0	0	0
84324	421	747	578	589
84326	215	506	422	467
84327	17	79	58	98
84328	122	324	197	334
84329	59	82	58	68
8433	0	0	0	0
84330	50	165	138	150
84331	23	88	76	79
84332	0	0	1	2
84333	815	815	812	792
84334	243	422	307	345
84335	834	1648	1255	1353
84336	244	485	411	462
84337	334	643	464	579
8434	8172	15919	6258	10982
84340	304	555	338	396
84342	180	436	336	385
84343	383	830	525	752
8435	3	2	2	1
8436	646	1381	618	714
84364	816	1334	1057	1217
84365	258	421	371	404
84366	0	0	0	0
8437	0	0	0	0
84376	999	1449	1341	1176
8438	9	17	15	21
8439	627	1262	813	1156
844	4	12	1	0
8440	348	561	510	493
84417	1	1	0	0
84418	375	579	467	490
84419	1	18	3	0
8443	645	957	918	954
84432	2	0	5	0
84433	0	0	0	1
84435	0	0	0	0
84436	353	818	345	529
84437	307	552	460	441
84439	129	327	171	199
8444	139	275	177	246
84440	12	68	10	55
84441	521	1004	694	814
84443	5	38	24	61
84444	247	342	349	344
84445	1647	2506	3101	3145
84446	61	177	129	186
84447	674	1066	1079	892
84448	0	0	1	1
84449	192	345	206	280
8445	453	690	508	642
84450	329	760	460	657
84451	1	1	4	4
84455	100	273	92	188
84456	130	245	205	202
84457	1	0	2	1
84458	257	351	287	304
8446	274	374	350	408
84460	58	127	40	78
84461	233	456	398	472
84464	151	344	151	278
84465	2	3	3	1
84466	1	2	1	1
84467	0	0	0	0
8447	0	0	0	0
8448	0	0	0	2
8449	1	0	0	1
84498	590	1119	701	876
845	0	0	1	0
8450	1679	2953	2399	2395
84501	41	132	53	95
84502	0	1	0	2
84503	64	116	58	85
84504	0	0	0	0
8451	1433	2229	1911	1918
84513	307	604	258	461
84514	352	424	549	413
84515	95	148	105	108
84516	818	1551	1080	1223
84517	46	114	80	51
84518	0	2	0	1
84519	2	9	4	6
8452	1190	1999	1431	1623
84520	56	94	75	78
84522	385	489	484	426
84524	41	93	30	78
84525	3	16	4	4
84527	118	220	140	183
84528	0	0	0	0
84529	139	455	219	396
8453	548	889	672	811
84530	0	0	1	1
84532	762	349	829	260
84536	22	54	18	26
84539	1	0	0	0
8454	794	1197	1235	1098
84541	5	24	7	10
84542	112	222	168	199
84545	380	823	587	793
84546	4	3	6	10
84547	105	167	147	155
84548	122	163	147	170
84549	200	338	220	191
8455	2040	3494	2398	2691
84552	29	58	52	140
84553	0	5	7	4
84557	374	425	441	336
84559	0	0	0	0
8456	0	0	0	0
84560	0	0	0	0
84561	93	136	102	106
84569	0	0	0	0
84570	1	1	1	1
84572	649	1386	949	1246
8458	97	215	196	264
8459	160	277	205	193
846	0	0	0	0
8460	1039	2299	1808	2597
84612	18	24	8	6
84614	27	72	34	74
84616	0	0	0	0
84617	1407	3250	3152	3037
84618	0	0	0	0
84619	164	350	321	348
8462	279	416	266	393
84620	1	0	0	0
84622	76	193	66	121
84623	244	611	154	241
84624	212	553	162	403
84626	104	225	190	266
84627	289	743	652	737
84628	50	78	57	55
84629	2650	4581	3822	3929
8463	254	710	412	648
84630	0	0	0	0
84631	0	1	0	0
84632	3	9	3	30
84634	0	0	0	0
84636	0	0	0	0
84639	0	0	0	0
8464	57	93	80	75
84640	385	572	446	520
84641	1228	1490	1363	1310
84643	0	0	0	0
84645	72	159	193	154
84647	0	2	0	0
84648	0	0	0	0
84649	7	12	20	16
84650	230	289	410	299
84651	0	2	0	2
84654	0	0	0	0
84656	1044	2161	1656	1809
84657	7	3	0	4
84658	0	0	0	0
84659	0	2	0	1
84660	5	11	3	3
84661	328	397	362	293
84662	714	1901	817	995
84663	146	258	214	167
84664	0	0	0	0
84665	7	24	6	5
84666	0	0	0	0
84667	0	0	0	1
84668	2143	3492	3104	3840
84669	1238	1527	1342	1473
8467	1475	2637	1984	2319
84671	126	258	109	161
84672	0	0	0	0
84673	0	0	0	0
84674	551	647	705	642
84675	2	15	1	2
84676	7	0	2	0
84677	0	0	0	0
84678	289	583	485	604
84679	150	458	120	191
8468	0	0	0	2
84680	208	360	210	234
84681	113	190	116	171
84684	0	0	0	0
84687	1160	2004	1508	1954
84688	1	6	5	1
84689	0	0	0	0
84690	0	0	1	2
84691	3	3	2	1
84692	9	1	6	1
84693	93	175	112	161
84694	0	0	0	0
84695	214	485	335	422
84696	4	14	8	1
84698	19	64	21	48
84699	0	1	0	0
847	1496	1553	2814	1677
8470	3	6	4	2
84700	1	1	1	0
84701	0	0	0	0
84705	67	142	110	129
84706	129	370	219	349
84707	0	1	2	4
84708	202	207	193	220
84709	268	392	111	154
8471	0	0	1	0
84717	750	1497	1188	1355
84720	188	409	226	296
84722	44	78	77	52
84725	58	64	89	78
84726	3393	5992	4435	5227
84727	69	150	123	158
8473	3054	4883	3858	4073
84733	18	52	45	54
84734	42	83	32	45
84735	0	0	0	0
84740	0	9	4	7
84747	1705	2328	1881	1642
84749	194	377	234	404
8475	0	0	0	0
84750	170	327	163	205
84752	342	961	527	834
84759	97	222	177	174
8476	1681	2897	2158	2255
84765	91	145	174	139
84766	17	42	29	34
84767	0	0	0	0
84769	102	126	131	101
8477	1	1	3	3
84771	32	62	40	61
84775	135	237	109	172
84777	33	46	41	26
84779	0	0	0	0
84787	40	89	69	92
84789	0	0	0	0
8479	143	240	193	228
84790	913	2484	1364	2244
84791	38	75	41	42
84792	174	321	242	301
84793	25	36	24	25
84795	85	303	183	259
84796	0	0	0	1
84798	154	341	289	357
8480	244	473	369	431
84803	100	102	137	68
84804	99	183	99	135
84807	15	38	34	31
84808	0	4	3	1
84809	128	194	255	291
8481	411	540	266	368
84811	107	239	155	192
84812	86	207	116	150
84814	54	100	164	202
84815	9	12	8	9
84816	39	98	53	84
84817	214	322	345	321
84818	424	667	735	672
8482	211	356	149	175
84820	78	148	132	150
84823	643	1194	1128	1197
84824	1	4	1	1
84826	146	157	165	161
8483	955	689	903	284
84830	7	8	2	9
84832	190	213	172	162
84833	425	546	637	596
84836	620	1003	1097	1087
84837	11	20	12	39
84838	176	399	258	469
84839	0	0	0	0
8484	0	0	0	0
84842	0	1	9	7
84843	9	11	3	14
84844	167	254	259	266
84848	20	126	85	131
84849	11	6	16	14
84850	0	1	1	0
84851	84	114	141	143
84852	20	51	20	30
84856	61	133	50	51
84858	502	1119	1442	1337
84859	326	671	462	503
84861	241	496	381	484
84864	157	464	298	481
84865	79	163	128	186
84866	154	258	149	187
84867	0	0	1	0
84868	11	19	21	16
84869	213	298	249	233
8487	61	91	65	87
84870	65	113	142	112
84871	0	0	0	0
84872	115	217	167	192
84873	0	1	0	0
84874	123	234	157	195
84875	254	548	449	661
84876	99	239	149	182
84878	184	336	259	295
84879	4	7	9	2
84881	275	449	444	458
84883	453	541	627	452
84885	274	262	278	196
84886	2694	3479	1650	1689
84888	787	1152	749	821
84889	17	9	1	1
84890	255	455	323	421
84891	0	0	0	0
84892	389	675	781	749
84893	1230	2096	1769	1877
84894	0	1	0	1
84895	390	523	657	556
84896	683	1074	787	843
84897	979	1561	1149	1192
84898	423	437	452	380
84899	106	212	277	435
8490	100	179	59	69
84900	1	3	2	4
84901	536	923	788	768
84902	214	356	303	364
84904	16	30	15	18
84905	44	93	80	85
84908	243	384	333	339
84909	620	478	590	328
8491	1193	1270	1176	875
84910	1089	968	760	926
84911	28	69	33	43
84912	381	647	524	569
84913	449	399	636	430
84914	252	484	208	269
84915	4	14	5	4
84916	409	608	573	581
84918	824	1432	745	1054
84919	390	716	525	640
8492	3755	7557	4155	6115
84920	31	49	43	61
84922	94	138	138	153
84923	384	635	479	610
84924	95	182	111	144
84925	270	342	265	328
84926	591	799	625	729
84928	201	407	195	248
84929	37	80	38	85
8493	185	469	304	457
84930	219	316	179	208
84931	0	0	0	0
84932	330	469	301	344
84933	181	293	248	266
84934	122	207	165	211
84935	1303	2349	1895	787
84936	183	336	269	375
84937	464	669	545	676
84938	141	216	187	210
84939	407	861	735	1030
84940	1643	562	2901	505
84941	9	10	3	3
84942	178	404	244	323
84944	0	0	0	0
84945	323	359	351	334
84946	282	409	346	289
84947	656	1372	563	893
84948	48	111	138	126
